Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
1952,Karnataka_29,Kolar_542,Bangarpet_5865,Dhonimadagu_218796,Dhonimadagu,Dhonimadagu,Piezometer,Atal Jal,130234,12.81,78.231,274.39,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,22.57
1953,Karnataka_29,Kolar_542,Bangarpet_5865,Doddavalagamadi_218794,Doddavvalagamadi,Doddavvalagamadi,Bore Well,SGWD,130222,12.947,78.226,184,Semi confined,71.4,77.4,84,88.7,91.4,94.6,98.5,99,101.9,102.1,102.3,70.9,58.88,17.53,14.36,6.5
1954,Karnataka_29,Kolar_542,Bangarpet_5865,Doddurukarapanahalli_218795,M.V.nagar,M.V.nagar,Piezometer,Atal Jal,130230,12.993,78.241,320,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.86,18.72
1955,Karnataka_29,Kolar_542,Bangarpet_5865,Ghattakamadenahalli_218797,Gattikamadenahalli,Gattikamadenahalli,Bore Well,SGWD,130206,12.994,78.275,60,Semi confined,38,41.7,45.9,49.9,52.5,51.6,52.8,54,53.9,NA,51.8,22.47,26,6.43,7.33,3.43
1956,Karnataka_29,Kolar_542,Bangarpet_5865,Ghattamadamangala_218798,Gattimadamangala,Gattimadamangala,Bore Well,SGWD,130221,12.892,78.29,135,Semi confined,54.9,59.9,65.6,69.3,72.9,74,75.1,79,82.4,82,81.9,51.8,17.51,3,4.4,4.08
1957,Karnataka_29,Kolar_542,Bangarpet_5865,Gullahalli_218799,Gullahalli,Gullahalli,Bore Well,SGWD,130219,12.851,78.127,204,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5,47.9,56.05,14.5,16.12,13.52
1958,Karnataka_29,Kolar_542,Bangarpet_5865,Hulibele_218800,Hulibele,Hulibele,Piezometer,Atal Jal,130226,12.974,78.154,274,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.2
1959,Karnataka_29,Kolar_542,Bangarpet_5865,Hulkuru_218801,Bettakuru,Bettakuru,Piezometer,Atal Jal,130236,13.015,78.366,304,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42,5.39
1960,Karnataka_29,Kolar_542,Bangarpet_5865,Hunkunda_218802,Bhadamakanahalli,Bhadamakanahalli,Piezometer,Atal Jal,130233,13.047,78.264,335,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.41,1.9
1961,Karnataka_29,Kolar_542,Bangarpet_5865,Iynorahosahalli_218803,Inorahosahalli,Inorahosahalli,Piezometer,Atal Jal,130225,12.996,78.156,274,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.11,4.91
1962,Karnataka_29,Kolar_542,Bangarpet_5865,Jakkarasanakuppa_218804,Jakkarasanakuppa,Jakkarasanakuppa,Piezometer,Atal Jal,130240,12.942,78.374,365,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.12,11.02
1963,Karnataka_29,Kolar_542,Bangarpet_5865,Kamasamudra_218805,Kamasamudra,Kamasamudra,Bore Well,SGWD,130210,12.878,78.2,69,Semi confined,44.8,48.3,54.1,57.2,60.4,58.6,60.2,61.2,62.2,62.6,64.3,43.5,NA,NA,11.24,1.86
1964,Karnataka_29,Kolar_542,Bangarpet_5865,Kammasandra_218806,Kammasandra,Kammasandra,Piezometer,Atal Jal,130235,12.998,78.297,320,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,3.1
1965,Karnataka_29,Kolar_542,Bangarpet_5865,Kangandlahalli_218807,Kangandalahalli,Kangandalahalli,Piezometer,Atal Jal,130239,12.96,78.383,304,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.89
1966,Karnataka_29,Kolar_542,Bangarpet_5865,Karahalli_218808,Karahalli,Karahalli,Piezometer,Atal Jal,130223,13.003,78.184,320,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.39,2.93
1967,Karnataka_29,Kolar_542,Bangarpet_5865,Kesaranahalli_218793,Kesarnahalli,Kesarnahalli,Piezometer,Atal Jal,130243,12.97,78.204,375,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39,1.66
1968,Karnataka_29,Kolar_542,Bangarpet_5865,Kethaganahalli_218809,Appenahalli,Appenahalli,Piezometer,Atal Jal,130232,12.898,78.224,228,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.58,12.45
1969,Karnataka_29,Kolar_542,Bangarpet_5865,Kyasamballi_218810,Kyasamballi,Kyasamballi,Bore Well,SGWD,130215,12.955,78.346,164,Semi confined,67.8,72,77.2,79.5,82.9,88.6,92.6,96.6,97.8,99,99.9,47.1,50.43,32.9,20.75,10.64
1970,Karnataka_29,Kolar_542,Bangarpet_5865,Magondi_218811,Chikkthuntagere,Chikkthuntagere,Piezometer,Atal Jal,130227,12.951,78.157,244,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.39
1971,Karnataka_29,Kolar_542,Bangarpet_5865,Marikuppa_218812,Marikuppa,Marikuppa,Piezometer,Atal Jal,130242,12.928,78.285,244,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.73,8.43
1972,Karnataka_29,Kolar_542,Bangarpet_5865,Mavahalli_218813,Chalaganahalli,Chalaganahalli,Piezometer,Atal Jal,130224,13.038,78.216,85,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.26,2.25
1973,Karnataka_29,Kolar_542,Bangarpet_5865,N.G.Hulkur_218814,Gandodahalli,Gandodahalli,Piezometer,Atal Jal,130237,13.023,78.436,304,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.87,42.99
1974,Karnataka_29,Kolar_542,Bangarpet_5865,Parandahalli_218815,Parandahalli,Parandahalli,Piezometer,Atal Jal,130241,12.961,78.289,274,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,9.2
1975,Karnataka_29,Kolar_542,Bangarpet_5865,Ramasagara_218816,Ramsagar,Ramsagar,Bore Well,SGWD,130213,12.977,78.391,76,Semi confined,22.3,27,33,37.9,40.5,43,45.6,46.5,48.5,49,48.9,14.8,3.93,0.01,0.18,0.03
1976,Karnataka_29,Kolar_542,Bangarpet_5865,Soolikunte_218817,Sulikunte,Sulikunte,Bore Well,SGWD,130217,13.036,78.121,243,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.8,136.4,147,139.4,59,2.51
1977,Karnataka_29,Kolar_542,Bangarpet_5865,Srinivasasandra_218818,Karadagur,Karadagur,Bore Well,SGWD,130212,12.935,78.408,262,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.8,81.4,102.45,16.95,12.5,11.25
1978,Karnataka_29,Kolar_542,Bangarpet_5865,Sundarapalya_218819,Sundarapalya,Sundarapalya,Bore Well,SGWD,130216,13.013,78.398,266,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,16.8,11.37,6.35,9.55,3.55
1979,Karnataka_29,Kolar_542,Bangarpet_5865,T.Gollahalli_218820,Gollhalli,Gollhalli,Bore Well,SGWD,130208,13.037,78.294,60,Semi confined,34.1,39,43.8,46.5,48.3,47.6,50.6,53,54.1,53.6,52.5,13.67,17.32,1.87,5.43,3.49
1980,Karnataka_29,Kolar_542,Bangarpet_5865,Thoppanahalli_218821,Thoppanahalli,Thoppanahalli,Bore Well,SGWD,130214,12.824,78.202,203,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,42.1,25.7,8.3,8.85,8.07
1981,Karnataka_29,Kolar_542,Bangarpet_5865,Vengasandra_218822,Vengasandra,Vengasandra,Piezometer,Atal Jal,130238,13.003,78.413,249,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,5.6
1982,Karnataka_29,Kolar_542,Bangarpet_5865,Yalesandra_218823,Dinnekothuru,Dinnekothuru,Piezometer,Atal Jal,130229,12.894,78.143,275,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,11.07
1983,Karnataka_29,Kolar_542,Bangarpet_5865,NA,Bangarpet Town,Bangarpet Town,Bore Well,SGWD,130203,12.988,78.184,80,Semi confined,62,65.2,67.8,69.8,72.1,70.5,73.5,74.5,75.9,75.9,75.9,50.4,61.7,24.9,42.35,28.45
1984,Karnataka_29,Kolar_542,Bangarpet_5865,NA,Robertsonpet,Robertsonpet,Bore Well,SGWD,130218,12.951,78.272,232,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.83,25.99,30.16,11.65,22.15,19.73
1985,Karnataka_29,Kolar_542,Kolar_5870,Ammanallur_218924,Ammanallur,Ammanallur,Bore Well,SGWD,130720,13.299,77.99,275,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.3,47.6,27.15,9.7,14.53,11.21
1986,Karnataka_29,Kolar_542,Kolar_5870,Annenahalli_218944,Annihalli,Annihalli,Bore Well,SGWD,130716,13.18639,78.19972,275,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,39.5,24.2,8.8,14.15,5.33
1987,Karnataka_29,Kolar_542,Kolar_5870,Arabhikothanur_218925,Doddaayuru,Doddaayuru,Piezometer,Atal Jal,130722,13.108,78.018,110,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,0.2
1988,Karnataka_29,Kolar_542,Kolar_5870,Arahalli_218926,Arahalli,Arahalli,Piezometer,Atal Jal,130732,13.167,78.121,181,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,10.34
1989,Karnataka_29,Kolar_542,Kolar_5870,Beglihosahalli_218927,Beglihosahalli,Beglihosahalli,Piezometer,Atal Jal,130721,13.09,78.104,274,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.56,12.44
1990,Karnataka_29,Kolar_542,Kolar_5870,Belamaranahalli_218928,Bhuvanahalli,Bhuvanahalli,Piezometer,Atal Jal,130724,13.184,77.968,426,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.15,5.58
1991,Karnataka_29,Kolar_542,Kolar_5870,Bellur_218929,Uddapanahalli,Uddapanahalli,Piezometer,Atal Jal,130723,13.132,77.975,365,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,13.69
1992,Karnataka_29,Kolar_542,Kolar_5870,Channasandra_218930,Bhichagondahalli,Bhichagondahalli,Piezometer,Atal Jal,130725,13.265,77.958,365,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,11
1993,Karnataka_29,Kolar_542,Kolar_5870,Chowdadenahalli_218931,Chowdadenahalli,Chowdadenahalli,Piezometer,Atal Jal,130733,13.157,78.013,140,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84,5.56
1994,Karnataka_29,Kolar_542,Kolar_5870,Doddahasala_218932,Chamanahalli,Chamanahalli,Piezometer,Atal Jal,130738,13.084,78.169,243,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.83,6.21
1995,Karnataka_29,Kolar_542,Kolar_5870,Harati_218934,Harati,Harati,Bore Well,SGWD,130704,13.0722,78.2094,75,Semi confined,37.2,42.6,47.8,50.2,51.6,50,52.6,53.9,54.9,55,55.8,21.3,15.17,1.75,8.75,1.45
1996,Karnataka_29,Kolar_542,Kolar_5870,Holur_218935,Holur,Holur,Bore Well,SGWD,130719,13.247,78.212,260,Semi confined,74.3,79.9,86.4,89.2,93.4,94.9,98.6,102,104,106.3,108.9,69.2,45.6,21.37,20.6,13.86
1997,Karnataka_29,Kolar_542,Kolar_5870,Honnenahalli_218933,Honnenahalli,Honnenahalli,Piezometer,Atal Jal,130734,13.122,78.169,435,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.29,21.46
1998,Karnataka_29,Kolar_542,Kolar_5870,Huttur_218936,Huthur,Huthur,Bore Well,SGWD,130715,13.1316,78.2544,249,Semi confined,42.1,45.6,49.8,56.2,62.3,64.5,69,71.3,72.9,72.1,74.7,29.1,27.07,6.82,11.77,4.39
1999,Karnataka_29,Kolar_542,Kolar_5870,Huttur_218936,Tambihalli,Tambihalli,Bore Well,SGWD,130710,13.14583,78.25861,320,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.9,66.3,28.53,9.48,10.53,3.54
2000,Karnataka_29,Kolar_542,Kolar_5870,Ithrasanahally_218937,Ithrasanahally,Ithrasanahally,Piezometer,Atal Jal,130735,13.201,78.212,261,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.46,12.99
2001,Karnataka_29,Kolar_542,Kolar_5870,Jannagatta_218938,Janagatta,Janagatta,Piezometer,Atal Jal,130741,13.216,78.134,390,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.37,12.83
2002,Karnataka_29,Kolar_542,Kolar_5870,Kondarajanahalli_218939,Kondarajanahalli,Kondarajanahalli,Piezometer,Atal Jal,130736,13.124,78.106,349.39,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.97,7.45
2003,Karnataka_29,Kolar_542,Kolar_5870,Kyalanur_218941,Kyalanur,Kyalanur,Piezometer,Atal Jal,130737,13.256,77.983,338.36,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.07,11.91
2004,Karnataka_29,Kolar_542,Kolar_5870,Madanahalli_218942,Madanahalli,Madanahalli,Bore Well,SGWD,130718,13.291,78.085,245,Semi confined,41,46.8,53.7,57.2,63.6,66.9,70.6,73.4,75.3,75.5,74.8,36.1,24.97,12.1,13.7,8.86
2005,Karnataka_29,Kolar_542,Kolar_5870,Madderi_218943,Irgasandra,Irgasandra,Piezometer,Atal Jal,130739,13.255,78.062,283,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.35,14.76
2006,Karnataka_29,Kolar_542,Kolar_5870,Marjenahalli_218945,Kamdenahalli,Kamdenahalli,Piezometer,Atal Jal,130740,13.161,78.165,290,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.95,6
2007,Karnataka_29,Kolar_542,Kolar_5870,Mudavadi_218946,Muduvadi,Muduvadi,Bore Well,SGWD,130706,13.2286,78.1661,250,Semi confined,62.3,69,73.6,79,83.3,85.6,90.6,92.5,93.7,95.3,97.8,65.2,25.97,11.05,17,10.8
2008,Karnataka_29,Kolar_542,Kolar_5870,Muduvathi_218947,Muduvathi,Muduvathi,Bore Well,SGWD,130713,13.07,78.093,304,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.9,138.9,152.19,58.9,62.25,9.25
2009,Karnataka_29,Kolar_542,Kolar_5870,Narasapura_218948,Narasapur,Narasapur,Bore Well,SGWD,130708,13.14,78.003,76,Semi confined,9,8.8,12.9,15.6,18.4,18.2,20.3,19.1,13.1,1.6,2.15,1,2.72,0.82,1.67,1.59
2010,Karnataka_29,Kolar_542,Kolar_5870,Seethi_218949,Seethi,Seethi,Piezometer,Atal Jal,130742,13.241,78.011,248.56,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.92,5.66
2011,Karnataka_29,Kolar_542,Kolar_5870,Settihalli_218950,Sehttyhalli,Sehttyhalli,Piezometer,Atal Jal,130744,13.206,78.046,217,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.51,6.12
2012,Karnataka_29,Kolar_542,Kolar_5870,Shapuru_218951,Shapur,Shapur,Bore Well,SGWD,130714,13.0995,78.25541,233,Semi confined,99.1,103.3,106.7,111.1,114.2,115.8,120.3,121.4,123,124.3,126.3,131.6,142.95,25.6,20.08,4.96
2013,Karnataka_29,Kolar_542,Kolar_5870,Soolur_218953,Soolur,Soolur,Piezometer,Atal Jal,130743,13.15,78.046,309.4,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,2.76
2014,Karnataka_29,Kolar_542,Kolar_5870,Sugatur_218952,Sugutur,Sugutur,Bore Well,SGWD,130709,13.209,78.101,55,Semi confined,48.2,50,52.3,52.7,52.9,50.8,52.3,52.6,53,54.1,54.5,21.04,24.6,11.5,14.5,7.05
2015,Karnataka_29,Kolar_542,Kolar_5870,Thoradevandahalli_218954,Thoradevandahalli,Thoradevandahalli,Bore Well,SGWD,130717,13.2,78.1466,204,Semi confined,77.4,81,85.6,91.1,96.1,96.8,100,102,104.8,105.3,106.7,88.7,94.35,16.93,23.5,15.69
2016,Karnataka_29,Kolar_542,Kolar_5870,Thotli_218955,Haleri,Haleri,Piezometer,Atal Jal,130745,13.243,78.076,426,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.91,16.35
2017,Karnataka_29,Kolar_542,Kolar_5870,Uragali_218956,Naganala,Naganala,Piezometer,Atal Jal,130746,13.197,78.051,411,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.09,5.04
2018,Karnataka_29,Kolar_542,Kolar_5870,Vadaguru_218957,Ajappanahalli,Ajappanahalli,Bore Well,SGWD,130701,13.13972,78.21833,360,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.9,132.8,145.1,107.12,41.3,25.48
2019,Karnataka_29,Kolar_542,Kolar_5870,Vokkaleri_218959,Vakkaleri,Vakkaleri,Bore Well,SGWD,130712,13.0722,78.04,219,Semi confined,98,100.2,106.5,109.8,113,113.9,117.6,121,125.6,127.7,131.6,125.7,103.8,15.55,43.6,21.55
2020,Karnataka_29,Kolar_542,Kolar_5870,NA,Kolar Town,Kolar Town,Bore Well,SGWD,130705,13.12827,78.13341,38,Semi confined,24.2,26.5,30,31.7,33.2,32.7,33.4,9.7,10,7.78,10.09,5.79,8.77,3.8,5.8,1.43
2021,Karnataka_29,Kolar_542,Kolar_5870,NA,Vemgal,Vemgal,Bore Well,SGWD,130711,13.17917,78.02083,286,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.3,136.7,77.9,11.9,9.5,3.82
2022,Karnataka_29,Kolar_542,Kolar_5870,NA,Madivala,Madivala,Piezometer,SGWD,130707,13.22083,77.9725,276,"Migmetic, Granetic Gneiss",39.9,42.6,47.8,51.2,57,59.9,64.2,67.7,69.2,64.4,61.9,19.6,12.35,1.55,3.1,1.24
2023,Karnataka_29,Kolar_542,Malur_5871,Abbenahalli_218960,Bhavanahalli,Bhavanahalli,Piezometer,Atal Jal,130818,13.081,77.964,335,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.12,41.39
2024,Karnataka_29,Kolar_542,Malur_5871,Araleri_218961,Veerapura,Veerapura,Piezometer,Atal Jal,130819,12.996,77.963,234,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,6.8
2025,Karnataka_29,Kolar_542,Malur_5871,Baliganahalli_218962,Baliganahalli,Baliganahalli,Piezometer,Atal Jal,130826,12.894,77.964,396.34,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.72,21.56
2026,Karnataka_29,Kolar_542,Malur_5871,Banahalli_218963,Banahalli,Banahalli,Piezometer,Atal Jal,130827,12.971,78.088,308.87,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.82,109.27
2027,Karnataka_29,Kolar_542,Malur_5871,Chikkakunthur_218964,Chikkakuntur,Chikkakuntur,Bore Well,SGWD,130809,13.0027,78.0125,283,Semi confined,106,110.4,113.6,117.6,121.1,123,126.3,27.3,30.24,10.06,32.25,14.15,26.49,10.2,17.3,7.25
2028,Karnataka_29,Kolar_542,Malur_5871,Chikkathirupathi_218965,Chikkatirupathi,Chikkatirupathi,Piezometer,SGWD,130806,12.895,77.869,335,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.76,15.84
2029,Karnataka_29,Kolar_542,Malur_5871,D.N.Doddi_218966,D.N.Doddi,D.N.Doddi,Bore Well,SGWD,130810,12.8566,77.9411,256,Semi confined,33.7,37.5,43,49,53.2,54.6,61.6,65,68.4,70.4,69.3,52.9,84.66,20.6,12.05,0.03
2030,Karnataka_29,Kolar_542,Malur_5871,Dinnehalli_218967,Dinnahalli,Dinnahalli,Bore Well,SGWD,130801,12.8705,78.06,60,Semi confined,55.4,53.5,57,57.3,57.8,55.3,56.2,55.3,56.9,58,58.8,42.2,40,17.55,22.6,6.65
2031,Karnataka_29,Kolar_542,Malur_5871,Doddashivara_218968,Doddashivara,Doddashivara,Piezometer,Atal Jal,130816,13.035,77.986,396,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.54,28.88
2032,Karnataka_29,Kolar_542,Malur_5871,Hasandahalli_218969,Hasandahalli,Hasandahalli,Piezometer,Atal Jal,130823,12.889,78.025,366,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.58,13.65
2033,Karnataka_29,Kolar_542,Malur_5871,Huladenahalli_218970,Huladenahalli,Huladenahalli,Piezometer,Atal Jal,130824,12.951,78.036,366,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3,10.43
2034,Karnataka_29,Kolar_542,Malur_5871,Hulimangala Hosakote_218971,Arasanahalli,Arasanahalli,Piezometer,Atal Jal,130821,12.967,77.891,259,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.49,56.86
2035,Karnataka_29,Kolar_542,Malur_5871,Hungenahalli_218972,Hungenahalli,Hungenahalli,Bore Well,SGWD,130811,13.0486,77.9911,275,Semi confined,85.1,88.8,92.1,97.2,101.9,103.2,106.5,110.6,113.4,118.6,120.9,107.4,59.42,17.05,18.2,10.99
2036,Karnataka_29,Kolar_542,Malur_5871,Jayamangala_218973,Jayamangala,Jayamangala,Bore Well,SGWD,130812,12.9147,77.904,270,Semi confined,116,119.7,122.9,125.4,128.6,128.9,131.9,133.5,136.4,139.1,141.8,146.8,153.85,244.12,255.5,159.6
2037,Karnataka_29,Kolar_542,Malur_5871,K.G.Halli_218974,K.G.Halli,Tekal,Bore Well,SGWD,130808,12.98944,78.07125,45,Semi confined,32.6,35.2,38.4,39.7,40.8,38,40,38.3,38.9,28.5,27,9.6,3.91,0.75,3.55,2.22
2038,Karnataka_29,Kolar_542,Malur_5871,Kondasettihalli_218975,Kondasettihalli,Kondasettihalli,Piezometer,Atal Jal,130829,12.999,78.053,339.36,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35,11.38
2039,Karnataka_29,Kolar_542,Malur_5871,Kudiyanur_218976,Kudiyanur,Kudiyanur,Bore Well,SGWD,130802,12.949,77.952,45,Semi confined,35.6,39.1,41.5,42.8,43,42,40.3,39.2,41.5,41.8,41.8,18.8,22.84,7.1,13.49,3.01
2040,Karnataka_29,Kolar_542,Malur_5871,Lakkur_218977,Lakkur,Lakkur,Bore Well,SGWD,130803,12.917,77.89,265,Semi confined,68,73.6,78.6,82.3,87.8,92.4,95.9,99.6,102,103.2,102.7,56.9,28.1,18.65,21.1,11.13
2041,Karnataka_29,Kolar_542,Malur_5871,Madivala_218978,Yashavanthapura,Yashavanthapura,Piezometer,Atal Jal,130817,13.017,77.899,290,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,1.33
2042,Karnataka_29,Kolar_542,Malur_5871,Masti_218979,Masti,Masti,Bore Well,SGWD,130804,12.872,77.997,291,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,26.4,12.85,5,8.05,4.35
2043,Karnataka_29,Kolar_542,Malur_5871,Nosagere_218980,Nosagere,Nosagere,Bore Well,SGWD,130814,12.98778,77.916,291,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9,57.3,22.16,20.22,22.75,18.58
2044,Karnataka_29,Kolar_542,Malur_5871,Nutave_218981,Nootave,Nootave,Bore Well,SGWD,130813,12.9274,78.0943,239,Semi confined,34.4,35,39.7,43,49,51.8,55.9,56.4,58.8,61.3,63.3,48.7,68,NA,Dry,Dry
2045,Karnataka_29,Kolar_542,Malur_5871,Rajenahalli_218982,Rajenahalli,Rajenahalli,Piezometer,Atal Jal,130825,12.932,78.016,396,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.46,44.97
2046,Karnataka_29,Kolar_542,Malur_5871,Santehalli_218983,Dhyapasandra,Dhyapasandra,Piezometer,Atal Jal,130820,12.984,77.956,396,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.58,3.2
2047,Karnataka_29,Kolar_542,Malur_5871,Shivarapatna_218984,Shivarpatna,Shivarpatna,Bore Well,SGWD,130807,13.063,77.995,360,Semi confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,71.3,37.6,8.3,8.7,4.61
2048,Karnataka_29,Kolar_542,Malur_5871,Takel_218985,Tekal,Tekal,Piezometer,Atal Jal,130828,12.98023,78.08396,457.31,Semi Confined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.67,65.01
2049,Karnataka_29,Kolar_542,Malur_5871,Thornahalli_218986,Thornahalli,Thornahalli,Bore Well,SGWD,130815,13.0977,77.913,233,Semi confined,100,105.8,110,114,118,120.9,126,127.5,129.8,133.67,136.1,139.6,106.4,145.25,161.66,158.6
